State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Stroke,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,CHD
48,Collin,Texas,TX,659457,56.2,17.1,79.7,20.7,20.5,15,3.3,157.4
48,Dallas,Texas,TX,2305454,63,27.8,76.2,22.5,25.1,20,6.6,200.7
48,Denton,Texas,TX,554642,63.2,22.2,80.1,23.3,17.3,17.3,4.6,167.7
48,Ellis,Texas,TX,133474,72,24.4,74.8,23.9,21.8,25.5,6.1,222
48,El Paso,Texas,TX,721598,44.5,24.4,77.4,23.6,19.3,18.7,8.1,158.1
48,Galveston,Texas,TX,277563,65.6,24.9,79,28.6,28.4,27.4,9.3,197.7
48,Gregg,Texas,TX,115649,77.3,27.9,77,24.1,28.9,25.2,9.3,205.6
48,Harris,Texas,TX,3693050,71.4,26.5,74.7,22.6,22.2,18.8,5.9,193.2
48,Hays,Texas,TX,124432,73.9,19.7,78.8,26.1,19.4,17.4,7,137.2
48,Hidalgo,Texas,TX,678275,36.7,33.6,78,31.1,18.7,15.7,7.1,175.3
48,Jefferson,Texas,TX,247571,67.7,35.7,75.3,30.3,35.5,20.5,11.1,209.6
48,Lubbock,Texas,TX,252284,57.2,26.7,75.6,25.5,32.1,24.7,8.4,177.3
48,McLennan,Texas,TX,224668,65.9,26,72.9,26.2,29.2,22.2,7.2,181.5
48,Montgomery,Texas,TX,378033,50.3,23.1,78.3,24.9,22.3,17.1,7.4,210.1
48,Nueces,Texas,TX,319704,62.5,28.6,76.8,30.9,28.6,23.8,9.4,176.4
48,Parker,Texas,TX,102801,79.4,26.5,70.8,23.8,18.7,22.5,7.5,224.6
48,Potter,Texas,TX,119852,65.8,30.6,82,17.8,24,26.7,8.3,202.2
48,Randall,Texas,TX,110053,57.5,23.7,79.4,30.7,27.1,22.7,7.8,149.2
48,Smith,Texas,TX,190594,58.8,33.2,78,28.1,27.7,21,9.6,197.5
48,Tarrant,Texas,TX,1620479,77.3,24.9,77.2,22.6,25.2,21.2,6.9,205.5
48,Taylor,Texas,TX,125039,74.7,22.8,79.5,27,30.8,23,9.9,200.3
48,Travis,Texas,TX,888185,58.7,19.2,73.1,18.7,16.3,19.6,5.8,149.3
48,Wichita,Texas,TX,125894,84,28.8,84.3,26.7,28.9,20.6,7.7,195.5
48,Williamson,Texas,TX,333457,51,22.3,75.8,22.3,19.1,19.9,5.1,129.6
49,Carbon,Utah,UT,19437,62.2,26.3,84.2,22.1,29.1,19.4,6.6,174
49,Duchesne,Utah,UT,15354,57.9,24.9,85.8,24.5,27.4,19.6,5.8,169.8
49,Emery,Utah,UT,10711,58.8,21.5,81.6,23.6,21.7,19.6,5.2,125.5
49,Iron,Utah,UT,38311,57.9,18.3,79.8,17.8,27.9,15.3,5.8,114.8
49,Salt Lake,Utah,UT,948172,54,17.3,78.6,20.1,20.2,13.6,5.2,100.7
49,Sevier,Utah,UT,19386,76.7,24.4,86.4,20.4,23.7,15.5,4.1,173.3
49,Tooele,Utah,UT,51311,52.4,22.4,81.9,25.2,26.5,16.9,7.6,132.7
49,Uintah,Utah,UT,26995,37.9,24.7,81.5,24.5,20.1,20.1,7.1,144.9
49,Weber,Utah,UT,210749,54.4,20.1,81.3,21.8,20,14.6,5.7,116.4
50,Addison,Vermont,VT,36965,50.4,18.6,68.8,19.7,24.8,19.5,5.8,152.9
50,Bennington,Vermont,VT,36999,59.9,21.4,71.4,19.2,25.7,19.5,6.9,127.6
50,Caledonia,Vermont,VT,30440,50.9,21.8,73.2,21.1,25.4,21.4,6,170.8
50,Essex,Vermont,VT,6602,46.1,26,73.9,22.1,19.8,26.2,7.3,223.2
50,Franklin,Vermont,VT,47914,54.9,24.1,76.1,22.6,23.4,24,6.3,240.8
50,Grand Isle,Vermont,VT,7703,47.2,18.4,69.2,21.3,26.9,15.3,4.2,234.1
50,Orange,Vermont,VT,29287,48.8,21.4,69,19.9,23.2,20.6,5.5,182.1
50,Orleans,Vermont,VT,27640,43.6,24.6,72.4,21.5,26.2,22.9,7.5,187.2
50,Rutland,Vermont,VT,63743,61,21.4,74.2,21.6,24.1,22.8,6.3,169
50,Washington,Vermont,VT,59478,59.5,18.5,69.7,19.3,22,20.9,6,147.8
50,Windsor,Vermont,VT,58028,50.6,18.7,68.3,18.4,22.9,19.5,5.1,139.7
51,Augusta,Virginia,VA,69725,65.4,23.5,74.2,27.5,24.4,21.2,5,163
51,Bedford,Virginia,VA,65286,72.7,22,75.2,27.6,26.6,24.3,9.8,124.9
51,Chesterfield,Virginia,VA,288876,63,19.3,72,24.8,25.5,18.1,5.5,141.9
51,Franklin,Virginia,VA,50345,59.1,20.9,83.5,29.2,25,31.2,7.5,153.7
51,Frederick,Virginia,VA,69123,51.8,19.4,70.9,21.2,20.7,23.5,8.6,148.5
51,Hanover,Virginia,VA,97426,57.8,18,72.8,21.7,23.1,25.1,5.8,143.8
51,Henrico,Virginia,VA,280581,67.6,22.2,72.1,22.7,24,17,5.7,129.7
51,Henry,Virginia,VA,56501,69.6,29.7,83.9,22.6,27.3,29.1,8.9,209.4
51,Isle of Wight,Virginia,VA,33417,73.6,22.5,77.8,28.1,22.4,17.4,6.3,189.1
51,Mecklenburg,Virginia,VA,32529,85.3,32.6,84.4,26.4,27.3,24.3,7.4,195.8
51,Montgomery,Virginia,VA,84303,72.3,16.9,77,23.6,17.1,17.9,4.6,176.2
51,Pittsylvania,Virginia,VA,61854,63.8,32,80.1,30.9,32.2,27.3,10.6,192.3
51,Prince William,Virginia,VA,348588,46.7,21.9,71.8,23.5,24,20.6,7.3,125.6
51,Roanoke,Virginia,VA,88172,58.1,20.3,70.3,19.2,30.9,13.2,9.4,140.3
51,Rockingham,Virginia,VA,71251,67,26.5,72.1,20.9,24.2,21.5,4.1,126.7
51,Russell,Virginia,VA,28949,63.5,29.9,76.9,29.8,36.3,28.6,7.7,201.9
51,Spotsylvania,Virginia,VA,116549,47.5,22.7,73.7,21.3,21.8,21.8,6.3,142.5
51,Stafford,Virginia,VA,117874,47.5,21.9,78.7,23.3,23.3,19.2,4.8,146
51,Tazewell,Virginia,VA,44795,58.8,30.9,79.2,25.9,34.5,26.3,8.9,247.1
51,Washington,Virginia,VA,52085,49.1,30.2,77.8,24.1,27.7,24.1,8.9,177.8
51,Chesapeake City,Virginia,VA,218968,66.9,21,78.5,22.7,22.1,22.1,5.5,164.7
51,Hampton City,Virginia,VA,145579,61.8,24.5,75.6,23.8,24.6,21.5,6.9,190.8
51,Newport News City,Virginia,VA,179899,72.2,21.5,75.4,26,24.7,28.5,8.5,185.5
51,Norfolk City,Virginia,VA,231954,69.9,23,75.1,24.9,26.5,21,6.6,190
51,Richmond City,Virginia,VA,193777,78.5,26,69.6,24.8,26.6,26,8.2,169.4
51,Roanoke City,Virginia,VA,92631,68,30.1,77.8,21,28.1,29.4,8.7,177.3
51,Suffolk City,Virginia,VA,78994,77.9,25.8,80.4,26.1,27,17.7,6.9,190.4
51,Virginia Beach City,Virginia,VA,438415,55.9,19.8,75.3,19.5,20.6,21.5,5.1,157.2
53,Benton,Washington,WA,157950,61.9,18.8,78.9,22.9,23.8,19.4,6.7,154.2
53,Chelan,Washington,WA,69791,63.4,21.4,77.7,21.1,27.6,18.7,6.2,163.2
53,Clallam,Washington,WA,69689,71.7,21,73,22.4,27.8,20.4,6.3,141.3
53,Clark,Washington,WA,403766,71.9,16.4,76.2,24.8,24.1,20.2,5.9,151.9
53,Cowlitz,Washington,WA,97325,74.3,19.5,73.4,29.4,28,23.4,8,184.2
53,Douglas,Washington,WA,34977,64.3,19.3,79.6,20.1,24.5,21.2,5.1,140.7
53,Franklin,Washington,WA,63011,82.6,22.8,81.7,21.8,17.9,15,4.8,160.2
53,Grant,Washington,WA,81229,68.6,23.2,79.7,26,30.2,19.4,7.2,193.6
53,Grays Harbor,Washington,WA,70900,72.7,22.6,80.9,29.1,33.8,26.6,11.3,195.5
53,Island,Washington,WA,79252,58.2,13.5,69.4,22.9,21.6,21,5.2,136.4
53,King,Washington,WA,1793583,59.9,14.1,73.8,16.8,21.2,16,5.2,134.2
53,Kitsap,Washington,WA,240661,62.3,14.7,72.9,24.6,25.2,21.1,7.5,158.4
53,Lewis,Washington,WA,72449,77.7,21.6,77.5,27.2,24.2,23,5.6,203.7
53,Mason,Washington,WA,54359,59.1,22.6,75,26,33.9,25.6,10.1,159
53,Okanogan,Washington,WA,39782,64.3,24,69.1,19.8,22.4,22,7.7,158.1
53,Pend Oreille,Washington,WA,12673,75.9,23.7,86.5,21.3,32.2,23.1,8.8,163.9
53,Pierce,Washington,WA,753787,73.5,17.7,77.1,23.9,24.7,22.5,7.2,193.6
53,Skagit,Washington,WA,113171,67.9,15.2,75.3,23.3,28.2,19,6.6,129.2
53,Skamania,Washington,WA,10664,56.5,19.8,81.3,19.7,20.2,19.1,4.1,156.7
53,Snohomish,Washington,WA,655944,66.7,17.1,78.8,22.2,23,21.7,5.5,161.1
53,Spokane,Washington,WA,440706,62.1,18.4,76.3,21.4,24.3,22.3,6.5,157
53,Stevens,Washington,WA,42013,65,25.1,74.8,26.6,33.3,27.6,6.9,207.5
53,Thurston,Washington,WA,228867,59.7,14.6,73.8,23.7,25.9,21.1,6.3,140
53,Walla Walla,Washington,WA,57558,69.5,15.8,79.7,18.9,26.9,14.8,6.7,129.1
53,Whatcom,Washington,WA,183471,61.4,15.3,74,18,26.3,17.9,4.6,141.5
53,Yakima,Washington,WA,231586,66.1,23.8,79.1,26.2,27,20.1,7.9,175.9
54,Berkeley,West Virginia,WV,93394,67.2,30.8,81.9,28.5,25.1,30.4,8,190.3
54,Brooke,West Virginia,WV,24515,55.1,32.8,82.3,28.7,26.7,29.6,11.2,204.9
54,Cabell,West Virginia,WV,94031,77.2,22.5,80.9,25.9,30.4,23.8,9.8,212.2
54,Fayette,West Virginia,WV,46823,50.4,32.2,79,30.4,31.9,28.1,10.5,234.8
54,Greenbrier,West Virginia,WV,35027,77.6,33.1,78.6,28.6,34.5,27,11.4,165.1
54,Hampshire,West Virginia,WV,22025,52.1,21.1,71.4,27.1,31.2,21.6,9.5,225.9
54,Hancock,West Virginia,WV,31350,49.5,28.6,84.8,26.4,20.8,28.9,7.8,248.2
54,Harrison,West Virginia,WV,68369,65.8,27,80.6,26.6,32.4,27,9.5,234.1
54,Jackson,West Virginia,WV,28403,66.9,28.9,79.2,27.8,30.4,29.8,8.4,199.3
54,Jefferson,West Virginia,WV,49206,69.4,22.5,76.1,27,28.8,29.5,10.4,164.9
54,Kanawha,West Virginia,WV,193559,59.6,26.9,77.4,27.5,33.2,25.7,10.3,195.9
54,Marion,West Virginia,WV,56509,43.3,28.4,76.9,25.7,31,23.9,6.5,218.4
54,Marshall,West Virginia,WV,34337,51.9,24.3,81.6,22.7,28.7,30.3,9.5,225.6
54,Monongalia,West Virginia,WV,84386,49.7,18.3,76.9,24.2,23.1,19.4,7.9,166.1
54,Ohio,West Virginia,WV,45112,64.9,22.1,84.4,23.4,28.7,27.4,10.4,218.3
54,Preston,West Virginia,WV,30115,58,25.9,79.3,29.6,27.9,26.2,7.7,263
54,Putnam,West Virginia,WV,54443,59,25.9,83.5,23.7,32.8,23.2,9.5,206.5
54,Raleigh,West Virginia,WV,79167,57.5,30.4,80.7,26.1,36.8,26.3,11.4,232.2
54,Randolph,West Virginia,WV,28571,55.5,32.5,73.5,26.5,36.4,28.4,8.2,236.1
54,Upshur,West Virginia,WV,23712,53,28,82.7,26.2,25.8,29.7,10.7,241.4
54,Wood,West Virginia,WV,87047,60.4,25.9,77.7,25,32.6,26.3,9.8,216.5
55,Barron,Wisconsin,WI,45834,67.9,28.2,79,23.6,23.5,25.9,5.7,157.6
55,Brown,Wisconsin,WI,238987,61.4,18.7,78.1,20.7,23.9,24.1,6.2,157.9
55,Calumet,Wisconsin,WI,44137,52.3,14.5,75.4,22.7,21.6,17,8.6,120.2
55,Chippewa,Wisconsin,WI,59950,60,19.2,75.9,20.6,27,23,5.6,166.1
55,Columbia,Wisconsin,WI,55364,82.4,23.3,82.2,23.6,23.4,23.8,5,147.9
55,Dane,Wisconsin,WI,458106,57.7,13.3,75.1,18.6,21,18.2,4.2,121.3
55,Dodge,Wisconsin,WI,88103,70,20.3,77.2,27.7,22.4,20.3,6,203.9
55,Douglas,Wisconsin,WI,44208,46.3,19.4,85.7,25.8,24.1,28.1,8.2,155.5
55,Eau Claire,Wisconsin,WI,94089,53.7,13.1,73.7,21.8,22.3,21.6,4.6,122.2
55,Fond du Lac,Wisconsin,WI,99337,64.9,19.2,80.1,25.4,31.3,20.1,7.5,162.7
55,Grant,Wisconsin,WI,49671,68.8,26,83.4,30.3,31.8,26.6,9.1,178.6
55,Green,Wisconsin,WI,35165,77.3,20,81.7,23.2,18.6,20.6,6.2,130.5
55,Jefferson,Wisconsin,WI,79328,53.5,20.3,82,25.5,23.4,24.7,4.9,169.3
55,Kenosha,Wisconsin,WI,160544,67.1,19.4,79.2,26.8,25.6,29.9,4.7,175.4
55,La Crosse,Wisconsin,WI,108958,60.3,15.9,78.2,21.5,19.8,27,4.9,119.7
55,Manitowoc,Wisconsin,WI,81949,59.3,23.1,78.2,27.2,31.6,25.1,6.9,150.6
55,Marathon,Wisconsin,WI,128941,49.5,18.7,75.6,24.4,22.6,17.9,5.6,109.7
55,Marinette,Wisconsin,WI,43406,48.5,21.9,81,29.2,26.1,30.8,10.4,208.2
55,Milwaukee,Wisconsin,WI,921654,58.7,23.1,77.5,21.8,24.2,25.7,6.4,187.3
55,Outagamie,Wisconsin,WI,171006,53,14.6,80.6,23.5,21.6,19.2,5.4,131.7
55,Ozaukee,Wisconsin,WI,86072,55.6,14.3,69.9,17.1,27.1,16.5,3.5,141.7
55,Racine,Wisconsin,WI,195708,60.1,20.4,78.2,22.1,26.7,25.9,7.1,140.4
55,Rock,Wisconsin,WI,157538,49,23.3,79.5,24.4,19.5,26.4,7.5,142.2
55,St. Croix,Wisconsin,WI,77144,68.1,13.6,81.1,25.7,17.6,20.7,4.5,157.1
55,Sauk,Wisconsin,WI,57746,50.3,28.4,75.7,28.4,22.9,22.6,7.3,170.8
55,Shawano,Wisconsin,WI,41335,50.2,23.9,80.9,24.8,31.4,20.5,7.1,230.3
55,Sheboygan,Wisconsin,WI,114610,61.1,18,79.6,21.7,23.8,25.4,5,148.4
55,Walworth,Wisconsin,WI,99844,57.2,17.7,78.3,23.3,26.9,21.4,5.2,165.5
55,Washington,Wisconsin,WI,126158,50.9,17.8,78.1,19.2,21.5,17.9,3.3,139.3
55,Waukesha,Wisconsin,WI,378971,53.1,16.6,73.4,17.6,22.9,16.8,5.2,141.4
55,Waupaca,Wisconsin,WI,52563,81.1,24.3,83.2,26.3,28.9,25.5,5.6,195.8
55,Winnebago,Wisconsin,WI,159482,57.1,19.4,83.4,23.3,24.2,19.7,8.7,138.8
55,Wood,Wisconsin,WI,75234,46.7,22.6,75.7,25.6,27.5,19.7,7.5,122.4
56,Albany,Wyoming,WY,30890,53.6,15,71.7,16.4,17.6,15.5,4.1,138.7
56,Big Horn,Wyoming,WY,11333,60.9,23.7,80.6,21,31.1,21.1,6.5,173.1
56,Campbell,Wyoming,WY,37405,49.6,24.2,82,23.9,19.1,26.5,4.2,137.4
56,Carbon,Wyoming,WY,15331,51.9,24.6,80.6,25.2,31.6,25.6,6.2,216.7
56,Converse,Wyoming,WY,12766,78.2,21.4,80.4,21.7,25,25.5,6.3,132.7
56,Crook,Wyoming,WY,6182,39.6,25.1,82.6,21.9,22.5,24.3,5.4,142.8
56,Fremont,Wyoming,WY,36491,52.8,21.3,76.6,21.4,23,21.6,6.9,163.3
56,Goshen,Wyoming,WY,12243,46.7,25.1,77.5,24,29.7,21,7.4,151.2
56,Hot Springs,Wyoming,WY,4537,37.9,24.4,74.4,28.8,30.9,19.9,7.3,183.6
56,Johnson,Wyoming,WY,7721,78.8,20.5,76.3,18.5,19.8,15.8,6,160.1
56,Laramie,Wyoming,WY,85163,51,20.8,78.7,20.2,21.4,24.9,6.1,139.5
56,Lincoln,Wyoming,WY,15999,52.6,18.9,72.7,21.2,23.7,16.1,4.4,129.2
56,Natrona,Wyoming,WY,69799,56.7,22.5,80.7,20.5,23.1,27.8,6.4,144.8
56,Park,Wyoming,WY,26664,45.4,20.3,78.8,18.2,22.8,17.8,5.3,112.9
56,Platte,Wyoming,WY,8619,47.9,22.8,82.2,22.3,30.1,20.8,6.3,155.5
56,Sheridan,Wyoming,WY,27389,75.3,20.2,77.5,19.4,26.2,22.6,6.9,163.6
56,Sublette,Wyoming,WY,6926,66.8,22.6,81.9,20.7,24.3,15.2,5,139.3
56,Sweetwater,Wyoming,WY,37975,68.8,21.9,80.7,23.6,22.7,27.4,5.3,178.3
56,Uinta,Wyoming,WY,19939,68.1,23.4,83.1,22.7,22.5,21.6,4.8,147.1
56,Washakie,Wyoming,WY,7933,61.4,23.2,78.1,21.1,27.8,19.7,9.4,155.6
56,Weston,Wyoming,WY,6671,47.2,31.3,75.4,24.2,26.7,24.4,5.7,126
