State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Stroke,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,CHD
1,Baldwin,Alabama,AL,162586,48.7,27.2,76.2,23.6,30.5,24.6,7.2,156.5
1,Calhoun,Alabama,AL,112141,79.2,29.2,81.9,27,33.2,25.5,11.2,189.3
1,Chilton,Alabama,AL,41744,70.3,30.3,82.8,31.2,26.5,30,6,188.1
1,Cullman,Alabama,AL,79886,71.1,29.4,76.2,22.2,35,27.6,10,203.6
1,DeKalb,Alabama,AL,67271,58.6,37,80.7,24.3,35.3,19.1,7.8,171.9
1,Elmore,Alabama,AL,73937,60.4,27.7,85,24.8,23,22.6,5.5,138.8
1,Houston,Alabama,AL,94249,55.8,32.9,77.7,29.5,34,25,8.8,152.8
1,Jefferson,Alabama,AL,657229,80.7,29,79.1,27.1,31.9,23.4,9.7,145.6
1,Lauderdale,Alabama,AL,87691,71.5,25.8,77.1,23.8,34.7,21.1,6.7,133.4
1,Lee,Alabama,AL,123254,75.1,25.9,74.9,21.7,24.5,27.1,7.8,164.7
1,Madison,Alabama,AL,298192,60,22.9,75.6,23.1,24.9,21.3,6.5,114.2
1,Marshall,Alabama,AL,85634,84.7,34.8,82.1,27.5,36.8,31.6,7.2,151.9
1,Mobile,Alabama,AL,401427,60.9,30.8,76.2,26.6,27.2,25.1,6.6,186.8
1,Montgomery,Alabama,AL,221619,56.2,28.2,75.6,23.9,27.8,20.7,8.5,171.6
1,Morgan,Alabama,AL,113740,59.5,23.4,74.5,22.5,32.7,28.9,6.7,127.1
1,Shelby,Alabama,AL,171465,67.1,18.9,78.3,20.8,26.7,21,4.8,146.8
1,Tuscaloosa,Alabama,AL,168908,70.5,27.1,79,25.3,29.7,23.8,7.9,161.6
4,Cochise,Arizona,AZ,126106,45.9,22.8,72.7,23.8,26,20.2,9.1,174.6
4,Coconino,Arizona,AZ,123866,54.9,14.8,71,16.5,17.2,19.6,4.2,114.8
4,Gila,Arizona,AZ,51663,50.6,32.7,74.2,24.5,34.5,25.6,8.8,144.3
4,Graham,Arizona,AZ,33073,54.7,25.8,79.4,23.8,24.9,16.1,10.9,149.6
4,Maricopa,Arizona,AZ,3635528,47,23.3,74.7,19.9,21.4,19.9,6.3,170.9
4,Mohave,Arizona,AZ,187200,51,27.9,77.6,25,30.6,29.4,7.5,183.9
4,Navajo,Arizona,AZ,108432,58.8,23.7,75.4,25.1,27.1,19.8,8.8,140.6
4,Pima,Arizona,AZ,924786,48.1,20.9,70.7,19.7,23.8,18.7,6.6,146.7
4,Pinal,Arizona,AZ,229549,42.3,26.9,73.8,26.7,28.3,21.8,10.6,153.7
4,Yavapai,Arizona,AZ,198701,52.2,23.4,69.3,16,28.5,21.9,5.7,134.4
4,Yuma,Arizona,AZ,181277,34.5,26.7,73.5,25.7,26.8,16.2,9.2,106.2
5,Baxter,Arkansas,AR,40330,77,24.9,71.9,22.7,33.8,25.4,10.2,156.9
5,Benton,Arkansas,AR,186938,49.7,22.3,77.4,21.5,25.4,21.4,5.8,222.5
5,Boone,Arkansas,AR,35793,68.3,31.4,77.9,23.7,30.4,25.1,6.7,221.1
5,Clark,Arkansas,AR,22916,74.9,30,75,20.8,27.3,16.2,6.3,230.8
5,Crawford,Arkansas,AR,57630,68.4,27.5,82.6,21.1,27.5,27.5,5.8,258.6
5,Crittenden,Arkansas,AR,51882,75.5,29.1,83,30,33.6,25,11.5,262.9
5,Faulkner,Arkansas,AR,97147,79.9,24.4,78.6,23.6,22.9,19.8,4.8,98.2
5,Franklin,Arkansas,AR,18218,69.9,28.7,85.3,27.4,17.5,31.7,4.7,214.1
5,Garland,Arkansas,AR,93551,70.4,25,76,22.3,33.3,28.3,8,137.2
5,Greene,Arkansas,AR,39401,65.6,31.7,82.5,29.5,34.8,31.7,9.9,268.1
5,Hot Spring,Arkansas,AR,31264,78,32.2,79.4,28.1,35.5,22.1,9.3,186.2
5,Independence,Arkansas,AR,34737,67.5,30.8,78.8,26.9,31.6,26,7.2,196.8
5,Jefferson,Arkansas,AR,81700,74.6,29.1,81.8,27.4,34,23.3,9.8,246.4
5,Lonoke,Arkansas,AR,60658,86.4,27.8,81.5,23.2,21.1,29.5,6.3,165.2
5,Marion,Arkansas,AR,16735,60.1,30.3,76.4,23.1,26.1,28.4,8.3,155.5
5,Miller,Arkansas,AR,43162,71.4,34,80.5,31,27.5,28.1,9.7,150.4
5,Polk,Arkansas,AR,20176,43.7,30.2,74.5,24.8,32.4,21.9,7.9,267
5,Pope,Arkansas,AR,56580,71.8,23.2,81.2,28.4,29.8,26.6,6.5,182
5,Pulaski,Arkansas,AR,366463,76.8,23.6,76.1,22.3,28.9,21,6.7,162.2
5,Saline,Arkansas,AR,91188,74.9,23.7,77.9,24.2,24.1,23.5,7.5,161.4
5,Sebastian,Arkansas,AR,118750,55.9,28,75.8,26.4,32.1,20.5,7.1,227.2
5,Washington,Arkansas,AR,180357,66.8,21.9,77.6,18.6,24.6,21.4,5.5,150.1
5,Yell,Arkansas,AR,21391,87.4,31.6,81,25.5,21,27.9,8.9,256.1
6,Alameda,California,CA,1448905,63.7,20.7,69.3,18.4,21.4,15.6,5.3,161.2
6,Butte,California,CA,214185,62.5,25.8,78.8,23.7,26.7,17,4.3,174
6,Contra Costa,California,CA,1017787,61.5,21,72.8,21.6,23.7,14.2,5.4,152.5
6,Fresno,California,CA,877584,67.1,25.8,74.3,27.7,25.1,14.6,7.4,192.4
6,Kern,California,CA,756825,61.9,30.4,76.3,26.5,27.5,21.4,9,268.9
6,Los Angeles,California,CA,9935475,54.1,27.3,71.6,21.3,24.2,16.7,6.7,210.6
6,Monterey,California,CA,412104,59.6,30.4,72.2,24.4,20.7,17,4.7,144.4
6,Orange,California,CA,2988072,56,18.5,74.3,17.7,20,14.4,4.2,177.7
6,Riverside,California,CA,1946419,60,28,72.2,23.4,24.9,16.3,6.8,219.3
6,Sacramento,California,CA,1363482,69.5,18.4,73.3,20.8,25.3,17.2,6.4,193.1
6,San Bernardino,California,CA,1963535,60.7,28.6,77.2,25.7,26.4,17.8,7.8,241.3
6,San Diego,California,CA,2933462,58.3,22.5,73.2,20.3,24.7,14.6,5.6,164.6
6,Santa Barbara,California,CA,400762,54.3,20.4,71.5,17.4,28.5,12.9,5.7,152.4
6,Solano,California,CA,411593,69.8,18.6,72,20.9,21.9,17.2,6.4,160.1
6,Sonoma,California,CA,466477,64.9,18.2,72.5,20.7,17.1,16.6,6.3,141.9
6,Stanislaus,California,CA,505505,60.6,28.2,74.6,25.4,24.6,18.7,10,246.3
6,Tulare,California,CA,410874,66,34.9,73.3,24.9,22.4,18.6,9.7,188
6,Ventura,California,CA,796106,52.1,21.5,72.9,19.5,27.7,16.1,7,158.6
8,Adams,Colorado,CO,399426,52.5,25,78.1,22.2,22,24.1,6.6,157.2
8,Alamosa,Colorado,CO,15282,71.2,19.3,83.9,18.2,19,17.5,5.5,175.6
8,Arapahoe,Colorado,CO,529090,47.6,17.6,77.1,17.2,19.9,19.9,5.1,117.8
8,Delta,Colorado,CO,29947,47.1,24.5,75.8,17.8,26.9,21.8,7.4,138.7
8,Denver,Colorado,CO,557917,47,22.8,76.1,16.2,20.8,21.1,5.2,136
8,El Paso,Colorado,CO,565582,84.8,17.1,78.1,18,18.9,20.2,4,119.8
8,Logan,Colorado,CO,20719,54.1,25.7,81,25.3,22.6,31.6,6.2,196.8
8,Mesa,Colorado,CO,129872,52.7,17.9,76.8,18.3,24.1,20.4,3.9,154.5
8,Montrose,Colorado,CO,37482,52,28.6,76.8,18,21.3,21.4,4.2,131.4
8,Morgan,Colorado,CO,27995,51.5,34.4,77.4,25.6,21.9,24.4,4.2,125
8,Pueblo,Colorado,CO,151322,58.7,22.7,78.8,22.6,28.8,24.2,9,113.5
8,Weld,Colorado,CO,228943,57.8,24.5,78.4,22,20.3,17.7,4.8,133.6
9,Fairfield,Connecticut,CT,902775,43.9,20.6,70.3,16.3,24,16.4,5.1,153.1
9,Hartford,Connecticut,CT,877393,43,21.1,70.6,19.2,25.2,18.3,6.3,147
9,Litchfield,Connecticut,CT,190071,43.3,19.4,69.2,17.7,23.7,18.2,5.8,135
9,Middlesex,Connecticut,CT,163214,52.8,18,73.5,18.8,25.2,18.3,5.2,131.2
9,New Haven,Connecticut,CT,846766,46.2,25.4,70.5,21,25.4,20.1,7.3,144.3
9,New London,Connecticut,CT,266618,55.1,20.3,72,19.3,25.3,21.3,6.6,149.7
9,Tolland,Connecticut,CT,147634,42.8,17.8,73.3,18.7,20.2,18.7,4.2,155.3
9,Windham,Connecticut,CT,115826,55.7,24.9,71.2,23.5,29.8,24.2,7.4,188
10,Kent,Delaware,DE,143968,53.1,26.9,80.4,25.2,28.6,24.6,8.5,217.2
10,New Castle,Delaware,DE,523008,51.6,23,78.2,20.5,25.8,22.1,6.6,186
10,Sussex,Delaware,DE,176548,42.9,27.9,78.9,24.5,32.5,24.7,8.9,184.5
12,Alachua,Florida,FL,223852,65.7,23.3,73.7,17.5,23.1,22,7.1,125.1
12,Bay,Florida,FL,161558,52.7,23.7,76.6,20.5,22.4,24.7,6.9,204.2
12,Brevard,Florida,FL,531250,47.5,23.7,76.4,20.3,31.5,27.8,8.8,183.1
12,Broward,Florida,FL,1777638,45.6,25.8,70.3,18.8,24.8,18.4,7.1,181.6
12,Clay,Florida,FL,171095,67.8,21.4,75.6,20.6,21.8,28.9,7.9,222.4
12,Duval,Florida,FL,826436,66.6,24.2,77.6,24.4,29.4,21,6.5,196.8
12,Escambia,Florida,FL,296772,83.9,27.9,72.7,27,33.3,26.5,8.4,177.5
12,Hernando,Florida,FL,158409,48.6,29.9,71.5,21.5,26.3,24.3,10.3,193.5
12,Hillsborough,Florida,FL,1132152,58.9,25.5,77.1,21.9,22.8,24.1,8,213.4
12,Indian River,Florida,FL,128594,65.8,19.7,71.1,19,28,22.3,7.4,157.1
12,Lake,Florida,FL,277035,52,23,72.2,21.4,34.4,24.4,7.8,174
12,Lee,Florida,FL,544758,36,27.4,75.8,18.7,30.9,26.6,9.8,168.9
12,Leon,Florida,FL,245756,68.9,20.6,77.4,16.2,19.6,20.1,4.6,140.1
12,Manatee,Florida,FL,306779,39,26.9,69.7,18.4,31.1,21.5,8.2,178.7
12,Marion,Florida,FL,303442,48.7,26.1,76.1,23.7,35,25.2,9.4,204.8
12,Miami-Dade,Florida,FL,2376014,40.1,34.6,79,19,24.2,17.6,8.1,216.2
12,Monroe,Florida,FL,76329,44,21.2,73.1,20,26.3,26.4,7.2,129.7
12,Okaloosa,Florida,FL,182172,56.4,19.3,73.3,20.7,28.5,22,7.6,185.4
12,Orange,Florida,FL,1023023,51.6,25.9,78.3,19.5,23.6,19.8,7.2,190.3
12,Osceola,Florida,FL,231578,47.6,29,77.6,22.2,19.7,23,7.3,188.8
12,Palm Beach,Florida,FL,1268548,36.9,23.4,69.9,18.3,27.8,20.1,7.8,161.3
12,Pasco,Florida,FL,429065,42,24.9,76.3,23.1,34.8,23.6,8.1,190.8
12,Pinellas,Florida,FL,928032,43.3,24.2,72,19,28.4,22.5,8.5,171.7
12,Polk,Florida,FL,542912,41,32.9,75.2,27.9,29.2,22.2,9.2,216.6
12,Putnam,Florida,FL,73568,57.3,29.6,80.9,30.5,32.4,27,11.6,189.9
12,St. Johns,Florida,FL,161525,43.8,22.2,76.4,16.8,27.3,20.1,6.4,116.4
12,St. Lucie,Florida,FL,241305,37.9,25,76.2,23,34.7,28.3,10.4,185.1
12,Santa Rosa,Florida,FL,143105,59.6,24.6,75.6,19.3,24.6,27.3,4.8,168
12,Sarasota,Florida,FL,366256,37.1,21.6,72.7,18,28.5,20,6.4,130.4
12,Seminole,Florida,FL,401619,56.9,19.4,78.9,16.3,24.8,23.3,6.3,207.8
12,Volusia,Florida,FL,490055,54.9,27.2,75.3,21.9,31,29.1,9.2,172
12,Walton,Florida,FL,50324,48.8,28.9,74.8,19.5,32.2,25.2,8.8,268.5
13,Barrow,Georgia,GA,59954,75.5,30.6,78.3,25.1,29.9,32.7,8.9,164.7
13,Bartow,Georgia,GA,89229,58.5,26,79.5,30.8,27.7,29.3,10.2,170.7
13,Bibb,Georgia,GA,154918,77.6,29,76.3,23.9,28.8,25,10.6,178.5
13,Bulloch,Georgia,GA,61454,83.1,24.9,80.2,26.4,27.8,22.3,7.9,106.5
13,Camden,Georgia,GA,45759,42.4,17.5,77.3,29.4,21.3,27.2,5.9,166.6
13,Chatham,Georgia,GA,238410,57.2,26.2,75.6,21.3,26.1,20.9,9.2,145.3
13,Cherokee,Georgia,GA,184211,65.4,19,76.6,19.5,21.1,21,6.9,150.6
13,Clarke,Georgia,GA,104439,74.6,23.8,73.5,25,24.1,16.7,6.6,164.5
13,Clayton,Georgia,GA,267966,47,26.8,82.1,26,27,23.6,5.8,189.3
13,Cobb,Georgia,GA,663818,55.1,17.2,73.9,19.5,23.6,16.5,5.8,122.6
13,Columbia,Georgia,GA,103812,62.2,20.7,77.3,20.6,21.1,19.7,5.7,148.2
13,Coweta,Georgia,GA,109903,77.2,28,74.3,24.7,23.9,18.9,8,145.6
13,DeKalb,Georgia,GA,677959,57.2,22.7,72.8,21.7,22.4,16.4,5.3,121.6
13,Dougherty,Georgia,GA,94882,80.1,34.4,81.4,26.6,32.3,24.1,9.7,153.8
13,Douglas,Georgia,GA,112760,65.5,23.8,85.6,24.8,17.9,20.2,7.3,172.7
13,Effingham,Georgia,GA,46924,63.1,32.1,80.4,26.8,21.3,25.6,11.5,217.9
13,Floyd,Georgia,GA,94198,60,30.1,79.2,30.3,34.4,22.6,11.1,196.3
13,Forsyth,Georgia,GA,140393,61.8,16.3,73.3,16.2,20.3,17.6,3.7,155
13,Fulton,Georgia,GA,915623,56.4,21,74,21.3,22.5,16.8,5,152.2
13,Glynn,Georgia,GA,71874,64.8,24.2,73.4,27.8,23.4,23.5,11,137.2
13,Gwinnett,Georgia,GA,726273,57.6,22.7,76.3,19.2,20.2,19.8,5.5,115.6
13,Habersham,Georgia,GA,39603,64,31.2,74.5,20.8,26.6,25,6.5,169.9
13,Hall,Georgia,GA,165771,76.3,28.2,75.7,24.8,27.4,20.9,7.9,153.1
13,Henry,Georgia,GA,167848,60.6,19.5,79.1,25.8,20.4,21.6,7.5,164.9
13,Houston,Georgia,GA,126163,66,21.7,81.2,24,33.3,25,9.7,145.1
13,Laurens,Georgia,GA,46896,86.6,31.3,82.5,28.8,32.4,22.3,8.4,223.2
13,Lee,Georgia,GA,31099,71.1,18.3,82.3,19.1,17.9,22.2,6.4,157
13,Lowndes,Georgia,GA,96705,86.5,27.7,76.6,24,33,24.1,9.6,160.4
13,Muscogee,Georgia,GA,185271,69.5,25.3,78.2,25.1,32.2,22.1,6.7,208.8
13,Oconee,Georgia,GA,29748,70.4,24.8,75.4,15.6,18,16.5,5.3,166.8
13,Paulding,Georgia,GA,112411,64.9,28.7,78.3,23.1,22.1,27.6,6.6,148.5
13,Richmond,Georgia,GA,195769,72.5,30.6,77.8,27.7,28.7,27.3,9.3,174.1
13,Tift,Georgia,GA,40793,72.9,33.3,79.8,30.3,28.8,17.5,9.7,176.3
13,Walton,Georgia,GA,75647,79.2,26.4,76.8,27,26.1,25.9,6,236.4
13,Whitfield,Georgia,GA,90889,73.3,32.8,77.3,24.6,28.3,32,8,167.7
15,Hawaii,Hawaii,HI,167293,76.8,20.2,75.9,19.6,23.9,21.1,6.8,130.8
15,Honolulu,Hawaii,HI,905266,54.5,19,77.1,17.8,23.9,18,6.9,98.3
15,Kauai,Hawaii,HI,62640,49.7,17.3,77,17.4,26.2,20.7,7,127.4
15,Maui,Hawaii,HI,139884,51.8,19.9,75,17.7,21.4,20.8,5.9,106.6
16,Ada,Idaho,ID,344727,53.1,15.5,77,18.5,21.6,18.1,5.1,131.6
16,Bannock,Idaho,ID,78155,75.3,17.5,80,23.7,22.1,18,7,184.9
16,Bear Lake,Idaho,ID,6176,67.8,26,79.3,24.7,27.8,18.2,7.1,157.2
16,Benewah,Idaho,ID,9218,76,24.8,81.6,28.3,30.7,27.8,6,178.8
16,Bingham,Idaho,ID,43739,45.7,22.9,78.4,25.8,23.1,16.6,8.2,159.7
16,Bonneville,Idaho,ID,91856,60.1,18.4,81.1,21.1,21.4,15.5,7.1,159.5
16,Boundary,Idaho,ID,10619,55.7,21.2,76.8,20,18.3,22.4,4.9,140
16,Canyon,Idaho,ID,164593,63.7,22.7,80.3,23.9,21.6,20,7.5,146.3
16,Caribou,Idaho,ID,7131,68.7,24.5,78.5,22.5,22,17.8,9.7,138
16,Cassia,Idaho,ID,21324,67.5,24.6,76,21.5,21.1,17.5,6.6,166.6
16,Clearwater,Idaho,ID,8373,74.5,21.3,77.4,22.5,35.3,24.2,8.5,154.6
16,Elmore,Idaho,ID,28634,73.3,21.8,81.1,26.7,29.1,23.9,4.5,171.1
16,Gem,Idaho,ID,16273,70.4,23.4,77.4,26,30,25.2,8.6,144.4
16,Gooding,Idaho,ID,14461,76,29.7,82.1,26,31.9,22.5,8.6,173.4
16,Idaho,Idaho,ID,15697,67.1,26.3,75.8,20.1,28.9,18.2,4.9,153.3
16,Jerome,Idaho,ID,19638,61.1,27.3,78.4,22.3,23.3,25.1,7.7,169.1
16,Kootenai,Idaho,ID,127668,71.8,18.1,79,20.9,22.8,20.9,6.2,141.3
16,Latah,Idaho,ID,34714,58.1,13.5,77.6,16.5,19.6,14.3,4,130.6
16,Lemhi,Idaho,ID,7909,56.3,20.8,73.5,22.6,23.8,25.2,6.5,153.7
16,Minidoka,Idaho,ID,19014,60.6,26.6,79.7,25.9,25.1,16.9,5.3,169.7
16,Nez Perce,Idaho,ID,37931,61.5,21.3,78.2,24.6,28.7,22.9,7.2,123.3
16,Owyhee,Idaho,ID,11073,73.1,34.1,84.9,29.4,33.2,26.6,3.9,132.7
16,Payette,Idaho,ID,22197,50.6,23.7,78.3,26.7,34.5,23,8.2,221.7
16,Power,Idaho,ID,7753,68.1,26.3,74.7,28.7,25.6,17.3,5.7,164.8
16,Twin Falls,Idaho,ID,69419,52.8,24.2,77.1,21.8,27.5,22.9,5.7,141.5
16,Washington,Idaho,ID,10098,47.6,27.7,75.7,29,28.5,22,8.4,225.3
17,Adams,Illinois,IL,67040,51.2,29,77.5,26.3,26.1,21.6,7.8,174.6
17,Champaign,Illinois,IL,184905,48.8,22.4,70.9,19,21.1,20.3,5.8,130.3
17,Cook,Illinois,IL,5303683,53.4,27.8,76.8,22,23,21.4,7.1,202.1
17,DeKalb,Illinois,IL,97665,51.1,20.4,79.4,23.5,19.3,21.6,5,164.2
17,DuPage,Illinois,IL,929113,55.2,21.7,71.5,17.4,19.5,18.9,5.2,144.1
17,Kane,Illinois,IL,482113,59.9,26.9,81.5,22.6,20.4,17.9,5.6,150.4
17,Kankakee,Illinois,IL,107972,70.3,22.5,75.2,28.1,25.4,22.1,7.5,236.3
17,Knox,Illinois,IL,53309,72.6,22.7,76.6,22.4,26.2,24.8,9.7,191.7
17,Lake,Illinois,IL,702682,60,20.9,74.9,20.8,22.1,19.6,5.3,160.5
17,La Salle,Illinois,IL,112604,49.7,27.9,72.2,24.1,29.1,29,8.2,192.1
17,McHenry,Illinois,IL,303990,55.7,21.1,73,21.3,19.1,22.3,4.9,157.6
17,McLean,Illinois,IL,159013,58.4,19.4,79.2,20.9,19,19.4,6.1,164.1
17,Macon,Illinois,IL,110167,76.1,25.7,75.3,23.7,24.2,29.2,8.4,132.5
17,Madison,Illinois,IL,264309,59.7,24.3,77.8,28,23.6,24.7,7.1,188.6
17,Ogle,Illinois,IL,54290,65.1,20,80.6,27.2,24.1,23.4,7.9,137.9
17,Peoria,Illinois,IL,182328,77.9,28.7,84.8,24.1,23.5,24.1,7.4,152.4
17,Rock Island,Illinois,IL,147808,59.4,24.3,76.1,26.1,27.9,25.5,8.5,167.2
17,St. Clair,Illinois,IL,260067,56.4,30.9,81,29.7,31.6,22.7,9.2,182.4
17,Sangamon,Illinois,IL,192789,56.5,25.5,73.4,24,27.9,19.8,11,148.3
17,Tazewell,Illinois,IL,129999,62,23.4,82.3,21.3,23.6,28.2,6.1,151.6
17,Vermilion,Illinois,IL,82344,63.6,31.2,84.3,31.8,29.2,26,9,187.9
17,Will,Illinois,IL,642813,53.5,23.9,83.1,23.6,22,23.2,5.2,197.4
17,Winnebago,Illinois,IL,288695,58.6,25.3,76.3,25.8,27.5,26.2,9.3,170.2
18,Allen,Indiana,IN,344006,51.5,21.4,79.6,23.8,25.4,23.6,5.9,148.8
18,Bartholomew,Indiana,IN,73540,67.7,22.9,80.8,21.1,20.2,23,5.2,173.1
18,Boone,Indiana,IN,52061,54.5,23.7,74.4,23.1,29.9,20.2,6.1,148.5
18,Cass,Indiana,IN,40130,62.4,29.4,77.4,21.1,19.7,28.5,4.1,198
18,Clark,Indiana,IN,101592,81.4,26.3,79.9,22.2,28.6,29.5,8.7,218.1
18,De Kalb,Indiana,IN,41659,71.4,24.3,74.9,28.1,20.2,22.7,6.1,188.3
18,Delaware,Indiana,IN,116362,61.5,21.5,76.1,28.3,25.3,25,8.8,170.7
18,Dubois,Indiana,IN,40858,67.6,25,82.3,19.9,23.7,16.8,6.2,188.6
18,Elkhart,Indiana,IN,195362,62.8,26.2,77,25.2,27.7,23.2,5.5,175.1
18,Floyd,Indiana,IN,71997,80,24.1,76.8,21.9,26.4,25.7,6.3,208.7
18,Hamilton,Indiana,IN,240685,57.6,16.4,76.3,20,18.6,16.9,4.8,109.2
18,Hancock,Indiana,IN,63138,55.5,24.3,82.7,20.7,18.8,20.5,6.5,184.4
18,Harrison,Indiana,IN,36827,58.7,28,82.8,28.9,18.6,26.7,7.7,219.1
18,Hendricks,Indiana,IN,127483,43.4,22.1,74.1,23.4,26.1,23.8,5.2,156.1
18,Howard,Indiana,IN,84977,72.4,23.6,79.1,25.8,28.6,24.3,9.2,192.7
18,Johnson,Indiana,IN,128436,59.6,25.4,81.6,22.5,23.7,27,6.3,198.4
18,Kosciusko,Indiana,IN,76072,57.5,24.4,73.3,24,28.7,27,8.2,166.8
18,Lake,Indiana,IN,493297,55.7,29.2,79,28.7,27.5,27.7,8.1,192.5
18,La Porte,Indiana,IN,110512,48.2,28.3,79.8,25.6,30.5,26.6,8,175.4
18,Lawrence,Indiana,IN,46403,66.7,34,80.7,28.7,31.7,29.1,11.5,200.5
18,Madison,Indiana,IN,130412,70.9,28.3,77.8,27.1,30.1,29.4,8.4,174.5
18,Marion,Indiana,IN,863133,57.5,26.3,78.4,24.3,25.4,28,7.5,172.4
18,Marshall,Indiana,IN,46945,68.2,27.7,70.3,26,20.4,26.8,5.7,182.6
18,Miami,Indiana,IN,35620,53.4,23.9,79,27.6,27.7,30.6,9,204
18,Monroe,Indiana,IN,121407,54.9,18.2,80.8,18.7,23.5,26.1,7.3,139.5
18,Montgomery,Indiana,IN,38239,64.2,29.3,76.4,23.3,22.9,32.5,7.8,182.3
18,Morgan,Indiana,IN,69778,66.9,27.1,78.7,26.5,26.3,28.6,6.5,215.2
18,Noble,Indiana,IN,47448,65.1,31.9,79.9,30,26.5,23.7,8.6,209.4
18,Porter,Indiana,IN,157772,51.1,24.3,73.9,24,22.2,27.5,5.6,143.4
18,Posey,Indiana,IN,26852,69.6,26.5,78.3,20.6,19,22.5,10.9,159.9
18,St. Joseph,Indiana,IN,266160,60.9,26.2,75.5,22.8,26.7,25.3,8.1,158.3
18,Tippecanoe,Indiana,IN,153875,59.3,21.1,77.9,20.7,19.6,24,5,162.6
18,Vanderburgh,Indiana,IN,173187,54.3,24,80.8,27.3,27.5,28.6,9,171.9
18,Vigo,Indiana,IN,102592,62,27.5,84.6,25.3,36.5,28.5,10.8,244.3
18,Warrick,Indiana,IN,56362,66.3,24.8,74.4,27.1,30.6,18.1,7,225.4
18,Wayne,Indiana,IN,69192,61.4,29.3,79.1,26.6,25.9,27.5,9,193.9
19,Adair,Iowa,IA,7859,50.7,25,81.6,28,25.9,22.9,6.1,192.4
19,Benton,Iowa,IA,27000,41.5,29.7,81.5,25.7,28.2,25.5,5.4,230.7
19,Black Hawk,Iowa,IA,125891,65.2,22.9,78.7,23.5,24.7,19.3,6.6,156.2
19,Boone,Iowa,IA,26602,56,26,80.3,23.2,24.8,25.8,6.2,232.3
19,Bremer,Iowa,IA,23677,55.2,19,74.9,20.2,22,19.2,3.6,201.8
19,Buchanan,Iowa,IA,21019,54.3,32.1,81.5,29.7,24.1,22.3,4.6,226.7
19,Buena Vista,Iowa,IA,20151,50.4,21.2,75,25.1,29.8,20.6,10.9,191.6
19,Calhoun,Iowa,IA,10443,62.6,22,81.7,21.2,31.7,19.5,4.3,194
19,Carroll,Iowa,IA,21034,54.8,25.7,83.5,20.9,23.2,17.7,6.2,164.5
19,Cass,Iowa,IA,14219,66.6,24.3,75.3,23.3,28,20.4,8.4,191.9
19,Cedar,Iowa,IA,18254,70.5,26.3,75.6,25.2,26.4,23.5,7.1,169.4
19,Cerro Gordo,Iowa,IA,44645,74.9,21.5,82.2,24.4,23.5,21.1,6.1,200.6
19,Cherokee,Iowa,IA,12237,57.9,24.3,79.5,21.3,27.2,13.8,5.7,224.3
19,Chickasaw,Iowa,IA,12563,49.9,29.6,85.9,26.9,22.8,23.2,6.1,258.5
19,Clarke,Iowa,IA,9161,54.1,28.3,85.8,24.8,30.9,24.8,9.5,209.3
19,Clay,Iowa,IA,16897,56.4,18.4,83.8,23.4,28.2,19.2,5.3,171.7
19,Clayton,Iowa,IA,18337,70.5,23,76.9,26,25.6,18.4,5.4,173.4
19,Dallas,Iowa,IA,51762,55.7,23.4,76.6,18.8,22.5,15.6,6,186.6
19,Delaware,Iowa,IA,18025,52.1,23,80.2,22.7,29.3,19.9,5.8,173
19,Des Moines,Iowa,IA,40810,60,28.3,78,24.8,28.5,18.3,7,187.8
19,Dickinson,Iowa,IA,16687,54.6,19.7,74.2,25,24.3,19.9,6.4,198.5
19,Dubuque,Iowa,IA,91631,65.8,19.4,79.5,25.1,24.4,16.3,6.1,196.1
19,Fayette,Iowa,IA,21298,61.1,33,85.5,22.8,23,26.6,6.3,198.1
19,Floyd,Iowa,IA,16443,53.9,29.4,72.4,31.6,27.3,21.1,7.9,225.1
19,Franklin,Iowa,IA,10732,63.2,25.5,80.8,20.7,20.4,16.5,6,226.1
19,Fremont,Iowa,IA,7759,81.3,32.4,85.2,32.5,33.7,24,6.3,188
19,Hamilton,Iowa,IA,16209,34.3,31.8,80.3,26.7,27.5,23.4,11,198.1
19,Hancock,Iowa,IA,11786,61.1,22.3,81.7,21.9,26.1,22.1,9.1,221.1
19,Hardin,Iowa,IA,18003,54.7,26.4,81.4,27.5,27.7,22.8,8.4,224.7
19,Henry,Iowa,IA,20246,75.5,27.6,76.8,31,25,18.4,8.4,216.9
19,Iowa,Iowa,IA,16055,71.8,31.9,76.6,28.7,25.1,21.3,8.2,169.5
19,Jackson,Iowa,IA,20335,53.9,24.4,81.2,23.4,24.2,18,8.8,214.2
19,Jasper,Iowa,IA,37674,46.7,25.4,85,28.7,24.8,21.9,8.1,177.3
19,Kossuth,Iowa,IA,16142,63.1,27.8,75.2,22.5,23.1,18.9,4.3,162.8
19,Lee,Iowa,IA,36705,58.1,27.8,85.3,23.2,22.1,30.2,8.8,183.2
19,Linn,Iowa,IA,198903,50.1,19.9,81.9,21.5,23.5,20.7,6.2,137.9
19,Lyon,Iowa,IA,11750,62.7,21.7,79.8,17.6,25.1,18.5,4.8,192.1
19,Madison,Iowa,IA,15158,57.2,28.1,79.4,26.1,20.1,20.3,3.8,152.8
19,Marion,Iowa,IA,32984,55.6,25.4,81.4,22.7,28,25.8,7.2,169
