19.1
19
18.6
18.6
18.6
18.5
18.5
18.6
18.6
18.6
18.2
18.6
18.9
19
18.7
18.9
19
18.9
18.7
18.8
18.9
18.6
18.2
18.7
18.6
18.5
18.1
18.4
18.7
18.8
18.7
18.8
18.8
18.3
17.6
18
18
17.7
17.4
17.4
17.4
17.6
17.4
17.7
17.4
17.1
16.7
16.8
16.8
16.5
16.6
15.8
15.9
15.7
15.4
15.5
15.3
14.9
14.3
14.4
14.3
13.7
12.4
11.8
12
11.7
11.4
11.6
11.3
11.3
10.8
11.2
11.3
11.1
10.5
10.5
10.5
10.2
10.2
10.2
9.8
9.4
8.5
8.8
8.9
8.9
8.7
8.9
8.8
8.6
8.5
8.8
8.7
8.5
8.7
8.8
8.6
8.2
7.4
7.4
7.4
6.9
6.7
6.8
6.4
6.2
5.8
6.3
6
5.5
5.6
5.3
5.5
5.3
5.3
5.7
5.4
5.3
5.1
5.8
5.7
5.5
5.3
5.1
5.2
5.1
5
5
4.8
5
4.7
5.2
